,WKT,circuito,Partido,seccional,porcentaje_circuito
437,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,MOVIMIENTO AVANZADA SOCIALISTA,11,0.0024875621890547
438,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,HACEMOS POR CORDOBA,9,0.5870646766169154
439,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,MOVIMIENTO DE ACCIÓN VECINAL,9,0.0074626865671641
440,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,VECINALISMO INDEPENDIENTE,9,0.0049751243781094
441,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,PARTIDO UNION CIUDADANA,9,0.0049751243781094
442,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,MST - NUEVA IZQUIERDA,9,0.0223880597014925
443,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,MOVIMIENTO LIBRES DEL SUR,9,0.0199004975124378
444,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,CORDOBA CAMBIA,11,0.1524507912003087
445,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,ENCUENTRO VECINAL CÓRDOBA,11,0.050945580856812
446,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,0.0027016595908915
447,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,UNIÓN CÍVICA RADICAL,11,0.1725202624469317
448,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,11,0.0185256657661134
449,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,MOVIMIENTO AVANZADA SOCIALISTA,11,0.0057892705519104
450,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,HACEMOS POR CORDOBA,9,0.5283674257043612
451,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,MOVIMIENTO DE ACCIÓN VECINAL,9,0.0015438054805094
452,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,VECINALISMO INDEPENDIENTE,9,0.0100347356233114
453,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,PARTIDO UNION CIUDADANA,9,0.0057892705519104
454,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,MST - NUEVA IZQUIERDA,9,0.0150521034349671
455,"POLYGON ((-64.1217421339948 -31.3860107576632,-64.1196044937441 -31.3855510982636,-64.1180860814348 -31.3852245572788,-64.110685766527 -31.3834846485773,-64.1086912503489 -31.3830271885647,-64.1049755215274 -31.3821749127081,-64.10443004934 -31.3820503668885,-64.0979720956389 -31.3805755095623,-64.0968351881944 -31.380315822699,-64.0943984947766 -31.3797139674707,-64.0972891101412 -31.3901733642739,-64.0985924818518 -31.3937967206157,-64.1075958502617 -31.3964149549062,-64.1127943501655 -31.3964914442009,-64.1128060631811 -31.396564849623,-64.1233763620013 -31.3974750793069,-64.1278664884223 -31.397635485135,-64.1278564907933 -31.3970554221735,-64.1274664875355 -31.3953353697871,-64.1271164490241 -31.3936952723585,-64.1266164194945 -31.3920852564931,-64.1261263616541 -31.3900351754529,-64.1259363614649 -31.388975094644,-64.1258262914252 -31.3880950345866,-64.1257362859171 -31.3873050078185,-64.1257362901616 -31.3869250416419,-64.1240162550349 -31.386514904377,-64.1231262463078 -31.3863248621969,-64.1217421339948 -31.3860107576632))",008A,MOVIMIENTO LIBRES DEL SUR,9,0.029718255499807
