"","...1","titulo","eleccion","circuito","candidato","N°","agrupacion","votos","vot valido","vot nulo","total votantes","electores en padron","codigo_circuito","codigo_circuito1"
"3426",15684,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","112","4.493","129","5.364","7.203","  153","  153"
"3427",15685,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","16","4.493","129","5.364","7.203","  153","  153"
"3428",15686,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","2.438","4.493","129","5.364","7.203","  153","  153"
"3429",15687,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","8","4.493","129","5.364","7.203","  153","  153"
"3430",15688,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","84","4.493","129","5.364","7.203","  153","  153"
"3431",15689,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","25","4.493","129","5.364","7.203","  153","  153"
"3432",15690,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 153   - LA CUMBRE","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","78","4.493","129","5.364","7.203","  153","  153"
"3433",15717,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","79","9.055","26","9.398","14.005","  154","  154"
"3434",15718,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","2.052","9.055","26","9.398","14.005","  154","  154"
"3435",15719,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","203","9.055","26","9.398","14.005","  154","  154"
"3436",15720,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","50","9.055","26","9.398","14.005","  154","  154"
"3437",15721,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","1.057","9.055","26","9.398","14.005","  154","  154"
"3438",15722,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","171","9.055","26","9.398","14.005","  154","  154"
"3439",15723,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","60","9.055","26","9.398","14.005","  154","  154"
"3440",15724,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","4.983","9.055","26","9.398","14.005","  154","  154"
"3441",15725,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","46","9.055","26","9.398","14.005","  154","  154"
"3442",15726,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","129","9.055","26","9.398","14.005","  154","  154"
"3443",15727,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","47","9.055","26","9.398","14.005","  154","  154"
"3444",15728,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 154   - LA FALDA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","178","9.055","26","9.398","14.005","  154","  154"
"3445",15792,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","1","125","1","131","172","  219","  219"
"3446",15793,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","16","125","1","131","172","  219","  219"
"3447",15794,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","4","125","1","131","172","  219","  219"
"3448",15795,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","125","1","131","172","  219","  219"
"3449",15796,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","17","125","1","131","172","  219","  219"
"3450",15797,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","0","125","1","131","172","  219","  219"
"3451",15798,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","125","1","131","172","  219","  219"
"3452",15799,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","82","125","1","131","172","  219","  219"
"3453",15800,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","125","1","131","172","  219","  219"
"3454",15801,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","1","125","1","131","172","  219","  219"
"3455",15802,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","4","125","1","131","172","  219","  219"
"3456",15803,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 219   - SAGRADA FAMILIA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","125","1","131","172","  219","  219"
"3457",15827,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","2","412","2","429","611","  386","  386"
"3458",15828,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","19","412","2","429","611","  386","  386"
"3459",15829,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","7","412","2","429","611","  386","  386"
"3460",15830,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","1","412","2","429","611","  386","  386"
"3461",15831,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","22","412","2","429","611","  386","  386"
"3462",15832,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","2","412","2","429","611","  386","  386"
"3463",15833,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","2","412","2","429","611","  386","  386"
"3464",15834,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","351","412","2","429","611","  386","  386"
"3465",15835,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","2","412","2","429","611","  386","  386"
"3466",15836,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","1","412","2","429","611","  386","  386"
"3467",15837,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","412","2","429","611","  386","  386"
"3468",15838,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 386   - GOULD","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","3","412","2","429","611","  386","  386"
"3469",15854,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","25","5.164","107","5.447","7.433","  220","  220"
"3470",15855,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","713","5.164","107","5.447","7.433","  220","  220"
"3471",15856,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","63","5.164","107","5.447","7.433","  220","  220"
"3472",15857,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","12","5.164","107","5.447","7.433","  220","  220"
"3473",15858,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","992","5.164","107","5.447","7.433","  220","  220"
"3474",15859,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","28","5.164","107","5.447","7.433","  220","  220"
"3475",15860,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","7","5.164","107","5.447","7.433","  220","  220"
"3476",15861,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","3.256","5.164","107","5.447","7.433","  220","  220"
"3477",15862,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","4","5.164","107","5.447","7.433","  220","  220"
"3478",15863,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","16","5.164","107","5.447","7.433","  220","  220"
"3479",15864,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","12","5.164","107","5.447","7.433","  220","  220"
"3480",15865,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 220   - VILLA SANTA ROSA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","36","5.164","107","5.447","7.433","  220","  220"
"3481",15920,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","43","2.753","114","3.025","4.045","   8A","   8A"
"3482",15921,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","411","2.753","114","3.025","4.045","   8A","   8A"
"3483",15922,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","159","2.753","114","3.025","4.045","   8A","   8A"
"3484",15923,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","4","2.753","114","3.025","4.045","   8A","   8A"
"3485",15924,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","265","2.753","114","3.025","4.045","   8A","   8A"
"3486",15925,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","60","2.753","114","3.025","4.045","   8A","   8A"
"3487",15926,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","11","2.753","114","3.025","4.045","   8A","   8A"
"3488",15927,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","1.701","2.753","114","3.025","4.045","   8A","   8A"
"3489",15928,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","5","2.753","114","3.025","4.045","   8A","   8A"
"3490",15929,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","47","2.753","114","3.025","4.045","   8A","   8A"
"3491",15930,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","11","2.753","114","3.025","4.045","   8A","   8A"
"3492",15931,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8A    - PALMAR","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","36","2.753","114","3.025","4.045","   8A","   8A"
"3493",15999,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","173","12.617","428","13.664","19.621","   8B","   8B"
"3494",16000,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","2.958","12.617","428","13.664","19.621","   8B","   8B"
"3495",16001,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","815","12.617","428","13.664","19.621","   8B","   8B"
"3496",16002,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","18","12.617","428","13.664","19.621","   8B","   8B"
"3497",16003,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","1.205","12.617","428","13.664","19.621","   8B","   8B"
"3498",16004,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","513","12.617","428","13.664","19.621","   8B","   8B"
"3499",16005,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","32","12.617","428","13.664","19.621","   8B","   8B"
"3500",16006,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","6.242","12.617","428","13.664","19.621","   8B","   8B"
"3501",16007,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","30","12.617","428","13.664","19.621","   8B","   8B"
"3502",16008,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","250","12.617","428","13.664","19.621","   8B","   8B"
"3503",16009,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","135","12.617","428","13.664","19.621","   8B","   8B"
"3504",16010,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 8B    - PUEYRREDON","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","246","12.617","428","13.664","19.621","   8B","   8B"
"3505",16078,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","178","13.453","351","14.378","21.078","  10G","  10G"
"3506",16079,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","3.075","13.453","351","14.378","21.078","  10G","  10G"
"3507",16080,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","1.011","13.453","351","14.378","21.078","  10G","  10G"
"3508",16081,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","43","13.453","351","14.378","21.078","  10G","  10G"
"3509",16082,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","1.264","13.453","351","14.378","21.078","  10G","  10G"
"3510",16083,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","989","13.453","351","14.378","21.078","  10G","  10G"
"3511",16084,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","39","13.453","351","14.378","21.078","  10G","  10G"
"3512",16085,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","5.967","13.453","351","14.378","21.078","  10G","  10G"
"3513",16086,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","42","13.453","351","14.378","21.078","  10G","  10G"
"3514",16087,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","258","13.453","351","14.378","21.078","  10G","  10G"
"3515",16088,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","178","13.453","351","14.378","21.078","  10G","  10G"
"3516",16089,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10G   - OBSERVATORIO","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","409","13.453","351","14.378","21.078","  10G","  10G"
"3517",16183,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","93","7.905","206","8.370","10.545","  10I","  10I"
"3518",16184,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","1.751","7.905","206","8.370","10.545","  10I","  10I"
"3519",16185,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","581","7.905","206","8.370","10.545","  10I","  10I"
"3520",16186,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","15","7.905","206","8.370","10.545","  10I","  10I"
"3521",16187,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","699","7.905","206","8.370","10.545","  10I","  10I"
"3522",16188,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","407","7.905","206","8.370","10.545","  10I","  10I"
"3523",16189,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10I   - PARQUE HORIZONTE","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","17","7.905","206","8.370","10.545","  10I","  10I"
